id,similarity_to_gt,added_lines,removed_lines,total_edit_lines,ok_braces,no_unsafe_calls,llm_verdict,llm_confidence,final_score,prompt_chars,output_chars,minimality_score,exact_match,is_safe,is_unclear,is_unsafe,validity_score,prompt_tokens_est,output_tokens_est
186342,0.4624929498025945,3,1,4,True,True,UNCLEAR,0.5,2.25,1432,857,0.2,False,False,True,False,1.25,358.0,214.25
178262,0.0509055310817425,3,1,4,True,True,SAFE,1.0,4.0,2643,1991,0.2,False,True,False,False,3.0,660.75,497.75
183950,0.4011544011544011,15,3,18,True,True,UNCLEAR,0.0,2.0,704,497,0.05263157894736842,False,False,True,False,1.0,176.0,124.25
178280,0.6120218579234973,4,1,5,True,True,SAFE,1.0,4.0,748,127,0.16666666666666666,False,True,False,False,3.0,187.0,31.75
183088,0.5476772616136919,8,3,11,True,True,SAFE,1.0,4.0,682,221,0.08333333333333333,False,True,False,False,3.0,170.5,55.25
186758,0.5532967032967033,21,19,40,True,True,SAFE,1.0,4.0,2319,1777,0.024390243902439025,False,True,False,False,3.0,579.75,444.25
187853,0.6806158705092775,9,8,17,True,True,SAFE,1.0,4.0,1867,1210,0.05555555555555555,False,True,False,False,3.0,466.75,302.5
184710,0.4685990338164251,5,3,8,True,True,SAFE,1.0,4.0,673,162,0.1111111111111111,False,True,False,False,3.0,168.25,40.5
184712,0.8178438661710037,5,2,7,True,True,SAFE,1.0,4.0,644,151,0.125,False,True,False,False,3.0,161.0,37.75
186749,0.8437158469945355,12,7,19,True,True,SAFE,1.0,4.0,944,512,0.05,False,True,False,False,3.0,236.0,128.0
187845,0.9069925322471148,39,50,89,True,True,SAFE,1.0,4.0,2266,1497,0.011111111111111112,False,True,False,False,3.0,566.5,374.25
182218,0.6453655728267127,66,58,124,True,True,UNCLEAR,0.5,2.25,1987,2023,0.008,False,False,True,False,1.25,496.75,505.75
180485,0.5148514851485149,7,3,10,True,True,SAFE,1.0,4.0,712,148,0.09090909090909091,False,True,False,False,3.0,178.0,37.0
180474,0.0860655737704918,55,64,119,True,True,SAFE,1.0,4.0,1980,1242,0.008333333333333333,False,True,False,False,3.0,495.0,310.5
183082,0.6830652790917692,3,0,3,True,True,UNCLEAR,0.5,2.25,1041,513,0.25,False,False,True,False,1.25,260.25,128.25
186741,0.8692767086927671,5,2,7,True,True,SAFE,1.0,4.0,1244,740,0.125,False,True,False,False,3.0,311.0,185.0
180470,0.2705479452054795,13,10,23,True,True,UNCLEAR,0.7,2.35,821,261,0.041666666666666664,False,False,True,False,1.35,205.25,65.25
184307,0.4594594594594595,4,1,5,True,True,SAFE,1.0,4.0,683,228,0.16666666666666666,False,True,False,False,3.0,170.75,57.0
183081,0.6480186480186481,11,8,19,True,True,SAFE,1.0,4.0,743,196,0.05,False,True,False,False,3.0,185.75,49.0
186723,0.3779342723004695,9,2,11,True,True,UNCLEAR,0.5,2.25,835,489,0.08333333333333333,False,False,True,False,1.25,208.75,122.25
178983,0.8572542901716068,4,0,4,True,True,SAFE,1.0,4.0,1846,1317,0.2,False,True,False,False,3.0,461.5,329.25
187827,0.8406139315230224,30,35,65,True,True,UNCLEAR,0.8,2.4,1782,1290,0.015151515151515152,False,False,True,False,1.4,445.5,322.5
178954,0.994413407821229,2,0,2,True,True,SAFE,1.0,4.0,1578,990,0.3333333333333333,False,True,False,False,3.0,394.5,247.5
187833,0.6733716475095786,23,67,90,True,True,SAFE,1.0,4.0,2569,1033,0.01098901098901099,False,True,False,False,3.0,642.25,258.25
184717,0.8989229494614748,6,0,6,True,True,UNCLEAR,0.5,2.25,1640,1265,0.14285714285714285,False,False,True,False,1.25,410.0,316.25
178977,0.9625984251968503,4,0,4,True,True,UNCLEAR,0.5,2.25,1587,1044,0.2,False,False,True,False,1.25,396.75,261.0
180367,0.9802731411229136,3,1,4,True,True,SAFE,1.0,4.0,1673,1007,0.2,False,True,False,False,3.0,418.25,251.75
181786,0.9241314846549308,17,15,32,False,True,SAFE,1.0,3.0,6820,6349,0.030303030303030304,False,True,False,False,2.0,1705.0,1587.25
181728,0.0578654914734623,9,177,186,True,True,UNCLEAR,0.8,2.4,5149,401,0.0053475935828877,False,False,True,False,1.4,1287.25,100.25
181763,0.9852785145888594,6,0,6,True,True,UNCLEAR,0.5,2.25,15393,15098,0.14285714285714285,False,False,True,False,1.25,3848.25,3774.5
179510,0.3736842105263158,18,16,34,True,True,SAFE,1.0,4.0,1109,534,0.02857142857142857,False,True,False,False,3.0,277.25,133.5
186750,0.8743859649122807,16,11,27,True,True,SAFE,1.0,4.0,1205,756,0.03571428571428571,False,True,False,False,3.0,301.25,189.0
178260,0.4855491329479768,3,0,3,True,True,UNCLEAR,0.5,2.25,894,262,0.25,False,False,True,False,1.25,223.5,65.5
187865,0.651685393258427,8,6,14,True,True,SAFE,1.0,4.0,2293,1731,0.06666666666666667,False,True,False,False,3.0,573.25,432.75
188533,0.0594252313687286,10,3,13,True,True,SAFE,1.0,4.0,751,272,0.07142857142857142,False,True,False,False,3.0,187.75,68.0
184313,0.0890840652446675,8,4,12,True,True,SAFE,1.0,4.0,1990,1522,0.07692307692307693,False,True,False,False,3.0,497.5,380.5
182221,0.9098643977665516,7,3,10,True,True,SAFE,1.0,4.0,2237,1838,0.09090909090909091,False,True,False,False,3.0,559.25,459.5
184318,0.9022741241548864,6,0,6,True,True,SAFE,1.0,4.0,1317,893,0.14285714285714285,False,True,False,False,3.0,329.25,223.25
180375,0.9418493803622496,5,3,8,True,True,SAFE,1.0,4.0,1199,551,0.1111111111111111,False,True,False,False,3.0,299.75,137.75
184319,0.7230590961761297,6,3,9,True,True,UNCLEAR,0.5,2.25,963,498,0.1,False,False,True,False,1.25,240.75,124.5
188334,0.4097560975609756,5,0,5,True,True,SAFE,1.0,4.0,725,163,0.16666666666666666,False,True,False,False,3.0,181.25,40.75
182220,0.9950650515926424,3,1,4,True,True,UNCLEAR,0.5,2.25,2755,2227,0.2,False,False,True,False,1.25,688.75,556.75
186350,0.8924459421510812,12,7,19,True,True,SAFE,1.0,4.0,2318,1823,0.05,False,True,False,False,3.0,579.5,455.75
186343,0.6147368421052631,3,1,4,True,True,SAFE,1.0,4.0,800,251,0.2,False,True,False,False,3.0,200.0,62.75
187828,0.8060035842293907,5,3,8,True,True,UNCLEAR,0.6,2.3,2762,2125,0.1111111111111111,False,False,True,False,1.3,690.5,531.25
181765,0.1331507896077432,207,616,823,True,True,UNCLEAR,0.5,2.25,23071,8668,0.0012135922330097086,False,False,True,False,1.25,5767.75,2167.0
186743,0.7736625514403292,19,15,34,True,True,SAFE,1.0,4.0,1242,778,0.02857142857142857,False,True,False,False,3.0,310.5,194.5
178956,0.8892575694732476,10,0,10,True,True,UNCLEAR,0.5,2.25,1671,1339,0.09090909090909091,False,False,True,False,1.25,417.75,334.75
187884,0.5162393162393163,29,26,55,True,True,SAFE,1.0,4.0,1453,848,0.017857142857142856,False,True,False,False,3.0,363.25,212.0
188359,0.4382022471910112,5,0,5,True,True,SAFE,1.0,4.0,723,139,0.16666666666666666,False,True,False,False,3.0,180.75,34.75
186751,0.5821428571428572,6,1,7,True,True,UNCLEAR,0.5,2.25,693,218,0.125,False,False,True,False,1.25,173.25,54.5
184044,0.7501701837985024,8,6,14,True,True,SAFE,1.0,4.0,1332,731,0.06666666666666667,False,True,False,False,3.0,333.0,182.75
188558,0.4561810795124782,8,0,8,True,True,UNCLEAR,0.5,2.25,1607,1125,0.1111111111111111,False,False,True,False,1.25,401.75,281.25
188596,0.4300202839756592,14,13,27,True,True,SAFE,1.0,4.0,1093,504,0.03571428571428571,False,True,False,False,3.0,273.25,126.0
184047,0.8729817007534983,14,7,21,True,True,SAFE,1.0,4.0,1443,1009,0.045454545454545456,False,True,False,False,3.0,360.75,252.25
187869,0.942203349846662,6,1,7,True,True,UNCLEAR,0.5,2.25,4933,4398,0.125,False,False,True,False,1.25,1233.25,1099.5
182223,0.9754716981132076,6,1,7,True,True,SAFE,1.0,4.0,3132,2696,0.125,False,True,False,False,3.0,783.0,674.0
181723,0.8133072147149639,219,214,433,True,True,SAFE,1.0,4.0,15343,15104,0.002304147465437788,False,True,False,False,3.0,3835.75,3776.0
187921,0.9240464344941955,41,43,84,True,True,SAFE,1.0,4.0,3586,3068,0.011764705882352941,False,True,False,False,3.0,896.5,767.0
183085,0.375,6,3,9,True,True,UNCLEAR,0.5,2.25,740,220,0.1,False,False,True,False,1.25,185.0,55.0
178948,0.9952904238618524,3,1,4,True,True,SAFE,1.0,4.0,1868,1279,0.2,False,True,False,False,3.0,467.0,319.75
184716,0.6065573770491803,7,4,11,True,True,SAFE,1.0,4.0,669,124,0.08333333333333333,False,True,False,False,3.0,167.25,31.0
187856,0.8701681912068456,90,94,184,True,True,SAFE,1.0,4.0,3834,3486,0.005405405405405406,False,True,False,False,3.0,958.5,871.5
182240,0.9125761375850948,10,2,12,True,True,SAFE,1.0,4.0,3227,2853,0.07692307692307693,False,True,False,False,3.0,806.75,713.25
183942,0.923374425912497,6,4,10,True,True,SAFE,1.0,4.0,2722,2106,0.09090909090909091,False,True,False,False,3.0,680.5,526.5
183993,0.5393700787401575,6,4,10,True,True,SAFE,1.0,4.0,891,303,0.09090909090909091,False,True,False,False,3.0,222.75,75.75
186725,0.6788990825688074,6,1,7,True,True,UNCLEAR,0.5,2.25,693,215,0.125,False,False,True,False,1.25,173.25,53.75
182239,0.9805560603307288,4,1,5,True,True,SAFE,1.0,4.0,3245,2739,0.16666666666666666,False,True,False,False,3.0,811.25,684.75
178953,0.9405940594059404,12,10,22,True,True,SAFE,1.0,4.0,1004,406,0.043478260869565216,False,True,False,False,3.0,251.0,101.5
188587,0.2141119221411192,6,2,8,True,True,SAFE,1.0,4.0,774,188,0.1111111111111111,False,True,False,False,3.0,193.5,47.0
184699,0.6754523118159482,42,3,45,True,True,UNCLEAR,0.5,2.25,2070,2933,0.021739130434782608,False,False,True,False,1.25,517.5,733.25
184050,0.9383445945945946,13,7,20,True,True,SAFE,1.0,4.0,1727,1235,0.047619047619047616,False,True,False,False,3.0,431.75,308.75
186339,0.6131868131868132,5,0,5,True,True,SAFE,1.0,4.0,1040,523,0.16666666666666666,False,True,False,False,3.0,260.0,130.75
184048,0.9378217821782178,10,7,17,True,True,SAFE,1.0,4.0,1825,1294,0.05555555555555555,False,True,False,False,3.0,456.25,323.5
184018,0.9352941176470588,12,7,19,True,True,SAFE,1.0,4.0,2543,2130,0.05,False,True,False,False,3.0,635.75,532.5
186720,0.5626822157434402,9,5,14,True,True,SAFE,1.0,4.0,797,343,0.06666666666666667,False,True,False,False,3.0,199.25,85.75
186337,0.754907459338194,6,1,7,True,True,SAFE,1.0,4.0,1451,928,0.125,False,True,False,False,3.0,362.75,232.0
180441,0.3975903614457831,2,0,2,True,True,UNCLEAR,0.5,2.25,739,133,0.3333333333333333,False,False,True,False,1.25,184.75,33.25
180365,0.6501495087569414,146,138,284,True,True,UNCLEAR,0.5,2.25,4698,5370,0.0035087719298245615,False,False,True,False,1.25,1174.5,1342.5
184705,0.4493996569468267,5,3,8,True,True,SAFE,1.0,4.0,695,196,0.1111111111111111,False,True,False,False,3.0,173.75,49.0
181752,0.963731562480046,3,40,43,False,True,SAFE,1.0,3.0,16554,15099,0.022727272727272728,False,True,False,False,2.0,4138.5,3774.75
184305,0.4414414414414414,4,1,5,True,True,SAFE,1.0,4.0,666,173,0.16666666666666666,False,True,False,False,3.0,166.5,43.25
184300,0.5347985347985348,6,3,9,True,True,SAFE,1.0,4.0,712,173,0.1,False,True,False,False,3.0,178.0,43.25
180461,0.5182186234817814,2,0,2,True,True,UNSAFE,0.5,1.0,789,183,0.3333333333333333,False,False,False,True,1.0,197.25,45.75
186754,0.9674008810572688,4,2,6,True,True,SAFE,1.0,4.0,1086,566,0.14285714285714285,False,True,False,False,3.0,271.5,141.5
178949,0.9149277688603532,4,1,5,True,True,SAFE,1.0,4.0,1166,621,0.16666666666666666,False,True,False,False,3.0,291.5,155.25
178994,0.8304267161410018,3,11,14,True,True,SAFE,1.0,4.0,2133,1161,0.06666666666666667,False,True,False,False,3.0,533.25,290.25
180376,0.8034953577280175,110,108,218,True,True,UNCLEAR,0.5,2.25,4894,4878,0.0045662100456621,False,False,True,False,1.25,1223.5,1219.5
182231,0.5621667134437272,6,1,7,True,True,UNCLEAR,0.8,2.4,4017,3595,0.125,False,False,True,False,1.4,1004.25,898.75
181792,0.8792103388623181,32,28,60,True,True,UNCLEAR,0.5,2.25,5267,4879,0.01639344262295082,False,False,True,False,1.25,1316.75,1219.75
179512,0.2105263157894736,18,15,33,True,True,SAFE,1.0,4.0,1158,625,0.029411764705882353,False,True,False,False,3.0,289.5,156.25
187881,0.6879160466755423,250,243,493,True,True,UNCLEAR,0.5,2.25,6177,7192,0.0020242914979757085,False,False,True,False,1.25,1544.25,1798.0
182230,0.9229390681003584,10,0,10,True,True,SAFE,1.0,4.0,2638,2265,0.09090909090909091,False,True,False,False,3.0,659.5,566.25
184321,0.803399433427762,12,5,17,True,True,UNCLEAR,0.5,2.25,1315,1032,0.05555555555555555,False,False,True,False,1.25,328.75,258.0
186345,0.4251870324189526,9,8,17,True,True,SAFE,1.0,4.0,1448,810,0.05555555555555555,False,True,False,False,3.0,362.0,202.5
184714,0.4771573604060913,7,2,9,True,True,UNCLEAR,0.5,2.25,649,272,0.1,False,False,True,False,1.25,162.25,68.0
184020,0.8851851851851852,10,7,17,True,True,SAFE,1.0,4.0,1364,849,0.05555555555555555,False,True,False,False,3.0,341.0,212.25
184301,0.9402938418255704,3,1,4,True,True,UNCLEAR,0.8,2.4,2157,1616,0.2,False,False,True,False,1.4,539.25,404.0
183999,0.7686274509803922,8,6,14,True,True,SAFE,1.0,4.0,988,402,0.06666666666666667,False,True,False,False,3.0,247.0,100.5
180357,0.5026929982046678,14,3,17,True,True,UNCLEAR,0.0,2.0,829,393,0.05555555555555555,False,False,True,False,1.0,207.25,98.25
184299,0.6816524908869988,14,5,19,True,True,SAFE,1.0,4.0,1280,1029,0.05,False,True,False,False,3.0,320.0,257.25
180362,0.9075984990619136,6,9,15,True,True,SAFE,0.0,2.0,2939,2032,0.0625,False,True,False,False,1.0,734.75,508.0
187835,0.9722814498933902,5,6,11,True,True,SAFE,1.0,4.0,879,236,0.08333333333333333,False,True,False,False,3.0,219.75,59.0
178298,0.6159695817490495,4,0,4,True,True,SAFE,1.0,4.0,793,182,0.2,False,True,False,False,3.0,198.25,45.5
188273,0.6224188790560472,13,8,21,True,True,UNCLEAR,0.5,2.25,910,447,0.045454545454545456,False,False,True,False,1.25,227.5,111.75
186760,0.8604501607717042,5,1,6,True,True,SAFE,1.0,4.0,1277,858,0.14285714285714285,False,True,False,False,3.0,319.25,214.5
187882,0.7880928355196771,25,25,50,True,True,SAFE,1.0,4.0,1524,950,0.0196078431372549,False,True,False,False,3.0,381.0,237.5
186721,0.6788511749347258,3,1,4,True,True,SAFE,1.0,4.0,678,172,0.2,False,True,False,False,3.0,169.5,43.0
178267,0.2483069977426636,3,1,4,True,True,SAFE,1.0,4.0,978,388,0.2,False,True,False,False,3.0,244.5,97.0
184309,0.1213535589264877,14,12,26,True,True,SAFE,1.0,4.0,1329,803,0.037037037037037035,False,True,False,False,3.0,332.25,200.75
182235,0.9879265091863516,3,1,4,True,True,UNCLEAR,0.5,2.25,1488,950,0.2,False,False,True,False,1.25,372.0,237.5
183962,0.9756637168141592,4,2,6,True,True,UNCLEAR,0.5,2.25,1472,892,0.14285714285714285,False,False,True,False,1.25,368.0,223.0
180369,0.0162989465315046,10,358,368,True,True,UNCLEAR,0.5,2.25,10407,401,0.0027100271002710027,False,False,True,False,1.25,2601.75,100.25
178270,0.2801932367149758,4,1,5,True,True,SAFE,1.0,4.0,809,178,0.16666666666666666,False,True,False,False,3.0,202.25,44.5
184002,0.4536423841059602,7,3,10,True,True,SAFE,1.0,4.0,961,418,0.09090909090909091,False,True,False,False,3.0,240.25,104.5
187876,0.8988493903486175,5,3,8,True,True,UNCLEAR,0.5,2.25,3505,3018,0.1111111111111111,False,False,True,False,1.25,876.25,754.5
181746,0.7071866440589539,35,52,87,True,True,UNCLEAR,0.5,2.25,4277,3733,0.011363636363636364,False,False,True,False,1.25,1069.25,933.25
178271,0.2334384858044164,6,1,7,True,True,SAFE,1.0,4.0,844,280,0.125,False,True,False,False,3.0,211.0,70.0
186346,0.9728897104128158,8,3,11,True,True,SAFE,1.0,4.0,2187,1656,0.08333333333333333,False,True,False,False,3.0,546.75,414.0
186767,0.7883995703544576,12,7,19,True,True,SAFE,1.0,4.0,929,534,0.05,False,True,False,False,3.0,232.25,133.5
183972,0.5542725173210161,10,3,13,True,True,SAFE,1.0,4.0,690,250,0.07142857142857142,False,True,False,False,3.0,172.5,62.5
178972,0.952819332566168,6,5,11,True,True,SAFE,1.0,4.0,2316,1759,0.08333333333333333,False,True,False,False,3.0,579.0,439.75
186338,0.9095295536791316,4,2,6,True,True,SAFE,1.0,4.0,1034,450,0.14285714285714285,False,True,False,False,3.0,258.5,112.5
184701,0.9370383397819204,5,2,7,True,True,SAFE,1.0,4.0,1953,1499,0.125,False,True,False,False,3.0,488.25,374.75
182226,0.7092198581560284,42,35,77,True,True,UNCLEAR,0.5,2.25,1666,1164,0.01282051282051282,False,False,True,False,1.25,416.5,291.0
187841,0.772831926323868,40,52,92,True,True,UNCLEAR,0.5,2.25,1967,1444,0.010752688172043012,False,False,True,False,1.25,491.75,361.0
180363,0.951624211264314,11,3,14,True,True,SAFE,1.0,4.0,2773,2211,0.06666666666666667,False,True,False,False,3.0,693.25,552.75
184064,0.8610098906819365,10,7,17,True,True,SAFE,1.0,4.0,1521,994,0.05555555555555555,False,True,False,False,3.0,380.25,248.5
180379,0.5109368551382584,35,27,62,True,True,SAFE,1.0,4.0,1828,1302,0.015873015873015872,False,True,False,False,3.0,457.0,325.5
188562,0.5321777613866864,62,60,122,True,True,SAFE,1.0,4.0,2923,2475,0.008130081300813009,False,True,False,False,3.0,730.75,618.75
181751,0.9658048373644704,6,2,8,True,True,SAFE,1.0,4.0,4593,4143,0.1111111111111111,False,True,False,False,3.0,1148.25,1035.75
181768,0.8764910992842724,108,124,232,True,True,SAFE,1.0,4.0,5841,5388,0.004291845493562232,False,True,False,False,3.0,1460.25,1347.0
178962,0.8392554991539763,4,1,5,True,True,SAFE,1.0,4.0,1433,941,0.16666666666666666,False,True,False,False,3.0,358.25,235.25
184320,0.700990099009901,6,4,10,True,True,SAFE,1.0,4.0,851,303,0.09090909090909091,False,True,False,False,3.0,212.75,75.75
178293,0.5227963525835866,3,0,3,True,True,UNCLEAR,0.5,2.25,827,243,0.25,False,False,True,False,1.25,206.75,60.75
178966,0.7893133348957113,6,27,33,True,True,SAFE,1.0,4.0,3052,1820,0.029411764705882353,False,True,False,False,3.0,763.0,455.0
180445,0.3409090909090909,2,0,2,True,True,UNCLEAR,0.5,2.25,898,292,0.3333333333333333,False,False,True,False,1.25,224.5,73.0
184031,0.8321405335068315,25,7,32,True,True,UNCLEAR,0.5,2.25,1982,1686,0.030303030303030304,False,False,True,False,1.25,495.5,421.5
180359,0.4305084745762711,15,3,18,True,True,UNCLEAR,0.0,2.0,836,417,0.05263157894736842,False,False,True,False,1.0,209.0,104.25
182229,0.9825581395348836,4,2,6,True,False,SAFE,1.0,3.0,2552,2086,0.14285714285714285,False,True,False,False,3.0,638.0,521.5
180486,0.9713427606056814,21,19,40,True,True,SAFE,1.0,4.0,4509,4092,0.024390243902439025,False,True,False,False,3.0,1127.25,1023.0
178269,0.1792717086834734,5,3,8,True,True,SAFE,1.0,4.0,967,325,0.1111111111111111,False,True,False,False,3.0,241.75,81.25
186349,0.1602373887240356,12,7,19,True,True,SAFE,1.0,4.0,871,383,0.05,False,True,False,False,3.0,217.75,95.75
184005,0.8231426692965155,7,3,10,True,True,SAFE,1.0,4.0,1235,718,0.09090909090909091,False,True,False,False,3.0,308.75,179.5
181784,0.045101478326234,4,118,122,True,True,UNCLEAR,0.5,2.25,4230,104,0.008130081300813009,False,False,True,False,1.25,1057.5,26.0
183089,0.998750611114129,2,0,2,True,True,UNCLEAR,0.5,2.25,9760,9201,0.3333333333333333,False,False,True,False,1.25,2440.0,2300.25
179007,0.0690737833594976,7,1,8,True,True,SAFE,1.0,4.0,1482,1028,0.1111111111111111,False,True,False,False,3.0,370.5,257.0
180354,0.4888888888888889,13,4,17,True,True,SAFE,1.0,4.0,822,342,0.05555555555555555,False,True,False,False,3.0,205.5,85.5
188451,0.1900384422530503,3,15,18,True,True,SAFE,1.0,4.0,3098,2193,0.05263157894736842,False,True,False,False,3.0,774.5,548.25
184709,0.8554265118141771,12,7,19,True,True,SAFE,1.0,4.0,1741,1283,0.05,False,True,False,False,3.0,435.25,320.75
186736,0.8598425196850393,5,4,9,True,True,SAFE,1.0,4.0,1147,607,0.1,False,True,False,False,3.0,286.75,151.75
178258,0.3540229885057471,6,1,7,True,True,SAFE,1.0,4.0,945,358,0.125,False,True,False,False,3.0,236.25,89.5
178279,0.3978779840848806,6,3,9,True,True,UNCLEAR,0.5,2.25,921,302,0.1,False,False,True,False,1.25,230.25,75.5
178257,0.2556390977443609,3,0,3,True,True,UNCLEAR,0.5,2.25,1177,580,0.25,False,False,True,False,1.25,294.25,145.0
184055,0.6863753213367609,37,12,49,True,True,SAFE,1.0,4.0,1899,1807,0.02,False,True,False,False,3.0,474.75,451.75
181727,0.5609536512170723,10,749,759,False,True,SAFE,1.0,3.0,43299,17038,0.0013157894736842105,False,True,False,False,2.0,10824.75,4259.5
187823,0.563732928679818,45,31,76,True,True,UNCLEAR,0.8,2.4,1690,1408,0.012987012987012988,False,False,True,False,1.4,422.5,352.0
179009,0.8591184096802075,7,2,9,True,True,SAFE,1.0,4.0,1134,637,0.1,False,True,False,False,3.0,283.5,159.25
182225,0.9468313641245972,8,0,8,True,True,UNCLEAR,0.7,2.35,2311,1935,0.1111111111111111,False,False,True,False,1.35,577.75,483.75
180370,0.7611152976639035,4,2,6,True,True,SAFE,1.0,4.0,1364,666,0.14285714285714285,False,True,False,False,3.0,341.0,166.5
186348,0.7492890285885346,10,4,14,True,True,SAFE,1.0,4.0,3789,3379,0.06666666666666667,False,True,False,False,3.0,947.25,844.75
188297,0.1378205128205128,3,1,4,True,True,SAFE,1.0,4.0,1184,581,0.2,False,True,False,False,3.0,296.0,145.25
183083,0.8071065989847716,7,5,12,True,True,SAFE,1.0,4.0,745,195,0.07692307692307693,False,True,False,False,3.0,186.25,48.75
184703,0.5379310344827586,9,2,11,True,True,SAFE,1.0,4.0,672,288,0.08333333333333333,False,True,False,False,3.0,168.0,72.0
181771,0.8609405861314259,37,13,50,True,True,UNCLEAR,0.5,2.25,9143,9933,0.0196078431372549,False,False,True,False,1.25,2285.75,2483.25
182236,0.6978333008003124,153,129,282,True,True,SAFE,1.0,4.0,4644,5913,0.0035335689045936395,False,True,False,False,3.0,1161.0,1478.25
188315,0.4318181818181818,5,0,5,True,True,SAFE,1.0,4.0,721,138,0.16666666666666666,False,True,False,False,3.0,180.25,34.5
183954,0.0249123804111016,22,568,590,True,True,UNCLEAR,0.5,2.25,21058,1117,0.001692047377326565,False,False,True,False,1.25,5264.5,279.25
181736,0.8162255750680188,44,26,70,True,True,SAFE,1.0,4.0,2296,2090,0.014084507042253521,False,True,False,False,3.0,574.0,522.5
183080,0.4714142427281845,15,13,28,True,True,SAFE,1.0,4.0,872,306,0.034482758620689655,False,True,False,False,3.0,218.0,76.5
184298,0.884028484231943,4,1,5,True,True,SAFE,1.0,4.0,1566,1057,0.16666666666666666,False,True,False,False,3.0,391.5,264.25
180356,0.3756345177664975,19,4,23,True,True,UNCLEAR,0.0,2.0,829,422,0.041666666666666664,False,False,True,False,1.0,207.25,105.5
178289,0.441025641025641,6,0,6,True,True,SAFE,1.0,4.0,789,304,0.14285714285714285,False,True,False,False,3.0,197.25,76.0
183987,0.8663711209626346,5,7,12,True,True,SAFE,1.0,4.0,1404,769,0.07692307692307693,False,True,False,False,3.0,351.0,192.25
187872,0.860077519379845,10,0,10,True,True,UNCLEAR,0.8,2.4,3016,2680,0.09090909090909091,False,False,True,False,1.4,754.0,670.0
183977,0.4788732394366197,5,2,7,True,True,SAFE,1.0,4.0,786,244,0.125,False,True,False,False,3.0,196.5,61.0
183936,0.3149606299212598,8,2,10,True,True,SAFE,1.0,4.0,977,502,0.09090909090909091,False,True,False,False,3.0,244.25,125.5
183086,0.4546762589928058,10,7,17,True,True,SAFE,1.0,4.0,903,368,0.05555555555555555,False,True,False,False,3.0,225.75,92.0
178263,0.2253521126760563,3,0,3,True,True,UNCLEAR,0.5,2.25,1030,441,0.25,False,False,True,False,1.25,257.5,110.25
187854,0.3605474280320906,6,2,8,True,True,SAFE,1.0,4.0,1590,1117,0.1111111111111111,False,True,False,False,3.0,397.5,279.25
184713,0.546112115732369,7,2,9,True,True,SAFE,1.0,4.0,737,243,0.1,False,True,False,False,3.0,184.25,60.75
