id,similarity_to_gt,added_lines,removed_lines,total_edit_lines,ok_braces,no_unsafe_calls,llm_verdict,llm_confidence,final_score,prompt_chars,output_chars,minimality_score,exact_match,is_safe,is_unclear,is_unsafe,validity_score,prompt_tokens_est,output_tokens_est
182239,0.982884195193008,3,1,4,True,True,SAFE,1.0,4.0,3073,2728,0.2,False,True,False,False,3.0,768.25,682.0
178953,0.9297163995067818,13,11,24,True,True,SAFE,1.0,4.0,781,409,0.04,False,True,False,False,3.0,195.25,102.25
188587,0.2151067323481116,6,2,8,True,True,SAFE,1.0,4.0,495,173,0.1111111111111111,False,True,False,False,3.0,123.75,43.25
184699,0.9869451697127938,5,3,8,True,True,SAFE,1.0,4.0,1888,1520,0.1111111111111111,False,True,False,False,3.0,472.0,380.0
184050,0.926747593135203,10,6,16,True,True,SAFE,1.0,4.0,1516,1256,0.058823529411764705,False,True,False,False,3.0,379.0,314.0
186339,0.6556991774383079,4,2,6,True,True,UNCLEAR,0.5,2.25,825,464,0.14285714285714285,False,False,True,False,1.25,206.25,116.0
184048,0.9290474323794592,10,6,16,True,True,SAFE,1.0,4.0,1614,1320,0.058823529411764705,False,True,False,False,3.0,403.5,330.0
184018,0.9476543209876545,12,6,18,True,True,SAFE,1.0,4.0,2332,2100,0.05263157894736842,False,True,False,False,3.0,583.0,525.0
186720,0.6553846153846153,6,4,10,True,True,SAFE,1.0,4.0,642,307,0.09090909090909091,False,True,False,False,3.0,160.5,76.75
186337,0.6338028169014085,4,2,6,True,True,SAFE,1.0,4.0,1236,849,0.14285714285714285,False,True,False,False,3.0,309.0,212.25
180441,0.3419689119170984,5,1,6,True,True,SAFE,1.0,4.0,498,160,0.14285714285714285,False,True,False,False,3.0,124.5,40.0
180365,0.6746828461114175,147,143,290,True,True,UNCLEAR,0.5,2.25,4368,5071,0.003436426116838488,False,False,True,False,1.25,1092.0,1267.75
184705,0.4690909090909091,5,3,8,True,True,SAFE,1.0,4.0,513,163,0.1111111111111111,False,True,False,False,3.0,128.25,40.75
181752,0.963731562480046,3,40,43,False,True,SAFE,1.0,3.0,16393,15099,0.022727272727272728,False,True,False,False,2.0,4098.25,3774.75
184305,0.4016393442622951,7,1,8,True,True,SAFE,1.0,4.0,487,195,0.1111111111111111,False,True,False,False,3.0,121.75,48.75
184300,0.5347985347985348,6,3,9,True,True,SAFE,1.0,4.0,533,173,0.1,False,True,False,False,3.0,133.25,43.25
180461,0.4723247232472324,3,1,4,True,True,SAFE,1.0,4.0,548,207,0.2,False,True,False,False,3.0,137.0,51.75
186754,0.95171202809482,4,2,6,True,True,SAFE,1.0,4.0,931,570,0.14285714285714285,False,True,False,False,3.0,232.75,142.5
178949,0.9389438943894388,3,1,4,True,True,SAFE,1.0,4.0,943,587,0.2,False,True,False,False,3.0,235.75,146.75
178994,0.833457249070632,3,11,14,True,True,SAFE,1.0,4.0,1910,1156,0.06666666666666667,False,True,False,False,3.0,477.5,289.0
180376,0.805872042068361,110,107,217,True,True,UNCLEAR,0.5,2.25,4564,4851,0.0045871559633027525,False,False,True,False,1.25,1141.0,1212.75
182231,0.4313165411581407,96,94,190,True,True,SAFE,1.0,4.0,3845,4171,0.005235602094240838,False,True,False,False,3.0,961.25,1042.75
181792,0.9710458526532716,3,3,6,True,True,UNCLEAR,0.5,2.25,5106,4757,0.14285714285714285,False,False,True,False,1.25,1276.5,1189.25
179512,0.2143302180685358,18,16,34,True,True,SAFE,1.0,4.0,964,596,0.02857142857142857,False,True,False,False,3.0,241.0,149.0
187881,0.7031049935979513,242,243,485,True,True,UNCLEAR,0.5,2.25,5924,6919,0.00205761316872428,False,False,True,False,1.25,1481.0,1729.75
182230,0.951990898748578,8,1,9,True,True,SAFE,1.0,4.0,2466,2196,0.1,False,True,False,False,3.0,616.5,549.0
184321,0.9734395750332006,2,0,2,True,True,UNCLEAR,0.5,2.25,1136,773,0.3333333333333333,False,False,True,False,1.25,284.0,193.25
186345,0.809823677581864,8,7,15,True,True,SAFE,1.0,4.0,1233,794,0.0625,False,True,False,False,3.0,308.25,198.5
184714,0.8214285714285714,4,3,7,True,True,SAFE,1.0,4.0,467,102,0.125,False,True,False,False,3.0,116.75,25.5
184020,0.9605177993527508,8,6,14,True,True,SAFE,1.0,4.0,1153,774,0.06666666666666667,False,True,False,False,3.0,288.25,193.5
184301,0.7140298507462687,8,1,9,True,True,SAFE,1.0,4.0,1978,1767,0.1,False,True,False,False,3.0,494.5,441.75
183999,0.7606727037516171,9,7,16,True,True,UNCLEAR,0.5,2.25,774,410,0.058823529411764705,False,False,True,False,1.25,193.5,102.5
180357,0.7188405797101449,6,3,9,True,True,UNCLEAR,0.8,2.4,499,181,0.1,False,False,True,False,1.4,124.75,45.25
184299,0.8302446256486287,8,6,14,True,True,SAFE,1.0,4.0,1101,732,0.06666666666666667,False,True,False,False,3.0,275.25,183.0
180362,0.9060591827148896,9,12,21,True,True,SAFE,1.0,4.0,2609,2026,0.045454545454545456,False,True,False,False,3.0,652.25,506.5
187835,0.9767441860465116,4,4,8,True,True,SAFE,1.0,4.0,626,240,0.1111111111111111,False,True,False,False,3.0,156.5,60.0
178298,0.4070351758793969,7,0,7,True,True,SAFE,1.0,4.0,507,317,0.125,False,True,False,False,3.0,126.75,79.25
188273,0.7515400410677618,10,9,19,True,True,SAFE,1.0,4.0,631,256,0.05,False,True,False,False,3.0,157.75,64.0
186760,0.9587345254470426,2,0,2,True,True,UNCLEAR,0.5,2.25,1122,757,0.3333333333333333,False,False,True,False,1.25,280.5,189.25
187882,0.7768924302788844,28,30,58,True,True,SAFE,1.0,4.0,1271,976,0.01694915254237288,False,True,False,False,3.0,317.75,244.0
186721,0.6578947368421053,7,1,8,True,True,SAFE,1.0,4.0,523,245,0.1111111111111111,False,True,False,False,3.0,130.75,61.25
178267,0.2756892230576441,4,2,6,True,True,SAFE,1.0,4.0,692,344,0.14285714285714285,False,True,False,False,3.0,173.0,86.0
184309,0.1210710128055879,7,5,12,True,True,SAFE,1.0,4.0,1150,805,0.07692307692307693,False,True,False,False,3.0,287.5,201.25
182235,0.9575952764358562,3,1,4,True,True,SAFE,1.0,4.0,1316,908,0.2,False,True,False,False,3.0,329.0,227.0
183962,0.9560975609756096,5,3,8,True,True,SAFE,1.0,4.0,1258,929,0.1111111111111111,False,True,False,False,3.0,314.5,232.25
180369,0.2546271338724168,3,313,316,True,False,SAFE,1.0,3.0,10077,1469,0.0031545741324921135,False,True,False,False,3.0,2519.25,367.25
178270,0.2914572864321608,3,1,4,True,True,SAFE,1.0,4.0,523,170,0.2,False,True,False,False,3.0,130.75,42.5
184002,0.4677137870855148,5,3,8,True,True,SAFE,1.0,4.0,747,387,0.1111111111111111,False,True,False,False,3.0,186.75,96.75
187876,0.8276462395543176,75,86,161,True,True,SAFE,1.0,4.0,3252,2939,0.006172839506172839,False,True,False,False,3.0,813.0,734.75
181746,0.954105048444671,7,0,7,True,True,SAFE,1.0,4.0,4116,3910,0.125,False,True,False,False,3.0,1029.0,977.5
178271,0.2334384858044164,6,1,7,True,True,SAFE,1.0,4.0,558,280,0.125,False,True,False,False,3.0,139.5,70.0
186346,0.9912335629304948,8,6,14,True,True,SAFE,1.0,4.0,1972,1604,0.06666666666666667,False,True,False,False,3.0,493.0,401.0
186767,0.912718204488778,9,7,16,True,True,SAFE,1.0,4.0,774,405,0.058823529411764705,False,True,False,False,3.0,193.5,101.25
183972,0.7250755287009063,6,3,9,True,True,SAFE,1.0,4.0,476,148,0.1,False,True,False,False,3.0,119.0,37.0
178972,0.9887380883626912,3,1,4,True,True,SAFE,1.0,4.0,2093,1746,0.2,False,True,False,False,3.0,523.25,436.5
186338,0.885954381752701,6,4,10,True,True,SAFE,1.0,4.0,819,454,0.09090909090909091,False,True,False,False,3.0,204.75,113.5
184701,0.969785220240262,5,3,8,True,True,SAFE,1.0,4.0,1771,1403,0.1111111111111111,False,True,False,False,3.0,442.75,350.75
182226,0.7356042173560422,33,31,64,True,True,UNCLEAR,0.5,2.25,1494,1092,0.015384615384615385,False,False,True,False,1.25,373.5,273.0
187841,0.8161228406909788,41,49,90,True,True,SAFE,1.0,4.0,1714,1443,0.01098901098901099,False,True,False,False,3.0,428.5,360.75
180363,0.9678931333489572,6,2,8,True,True,SAFE,1.0,4.0,2443,2199,0.1111111111111111,False,True,False,False,3.0,610.75,549.75
184064,0.7192268565615463,12,7,19,True,True,SAFE,1.0,4.0,1310,1039,0.05,False,True,False,False,3.0,327.5,259.75
180379,0.3462335867311679,47,39,86,True,True,SAFE,1.0,4.0,1498,1773,0.011494252873563218,False,True,False,False,3.0,374.5,443.25
188562,0.5179802496739333,64,64,128,True,True,SAFE,1.0,4.0,2644,2419,0.007751937984496124,False,True,False,False,3.0,661.0,604.75
181751,0.8770530267480057,70,83,153,True,True,SAFE,1.0,4.0,4432,4274,0.006493506493506494,False,True,False,False,3.0,1108.0,1068.5
181768,0.9804138950480414,2,0,2,True,True,UNCLEAR,0.5,2.25,5680,5314,0.3333333333333333,False,False,True,False,1.25,1420.0,1328.5
178962,0.817432273262662,4,2,6,True,True,SAFE,1.0,4.0,1210,866,0.14285714285714285,False,True,False,False,3.0,302.5,216.5
184320,0.7890625,3,1,4,True,True,SAFE,1.0,4.0,672,310,0.2,False,True,False,False,3.0,168.0,77.5
178293,0.4444444444444444,6,0,6,True,True,SAFE,1.0,4.0,541,301,0.14285714285714285,False,True,False,False,3.0,135.25,75.25
178966,0.8122439141961919,3,26,29,True,True,UNCLEAR,0.5,2.25,2829,1702,0.03333333333333333,False,False,True,False,1.25,707.25,425.5
180445,0.3149606299212598,5,0,5,True,True,UNCLEAR,0.5,2.25,657,321,0.16666666666666666,False,False,True,False,1.25,164.25,80.25
184031,0.9820659971305596,8,6,14,True,True,SAFE,1.0,4.0,1771,1400,0.06666666666666667,False,True,False,False,3.0,442.75,350.0
180359,0.8152866242038217,5,3,8,True,True,SAFE,1.0,4.0,506,141,0.1111111111111111,False,True,False,False,3.0,126.5,35.25
182229,0.9651960784313726,4,2,6,True,False,SAFE,1.0,3.0,2380,2038,0.14285714285714285,False,True,False,False,3.0,595.0,509.5
180486,0.7928239489895169,92,88,180,True,True,UNCLEAR,0.5,2.25,4268,5354,0.0055248618784530384,False,False,True,False,1.25,1067.0,1338.5
178269,0.1792717086834734,5,3,8,True,True,SAFE,1.0,4.0,681,325,0.1111111111111111,False,True,False,False,3.0,170.25,81.25
186349,0.1866666666666666,11,7,18,True,True,SAFE,1.0,4.0,656,309,0.05263157894736842,False,True,False,False,3.0,164.0,77.25
184005,0.8585164835164835,4,2,6,True,True,UNCLEAR,0.5,2.25,1021,653,0.14285714285714285,False,False,True,False,1.25,255.25,163.25
181784,0.8642568250758341,67,64,131,False,True,SAFE,1.0,3.0,4069,4025,0.007575757575757576,False,True,False,False,2.0,1017.25,1006.25
183089,0.998750611114129,2,0,2,True,True,UNCLEAR,0.5,2.25,9566,9201,0.3333333333333333,False,False,True,False,1.25,2391.5,2300.25
179007,0.0742824985931345,2,0,2,True,True,UNCLEAR,0.5,2.25,1259,894,0.3333333333333333,False,False,True,False,1.25,314.75,223.5
180354,0.7283582089552239,8,4,12,True,True,SAFE,1.0,4.0,492,182,0.07692307692307693,False,True,False,False,3.0,123.0,45.5
188451,0.1900384422530503,3,15,18,True,True,UNCLEAR,0.5,2.25,2819,2193,0.05263157894736842,False,False,True,False,1.25,704.75,548.25
184709,0.8405679513184584,14,9,23,True,True,SAFE,1.0,4.0,1559,1251,0.041666666666666664,False,True,False,False,3.0,389.75,312.75
186736,0.8598425196850393,5,4,9,True,True,SAFE,1.0,4.0,992,607,0.1,False,True,False,False,3.0,248.0,151.75
178258,0.3532110091743119,6,2,8,True,True,UNCLEAR,0.0,2.0,659,359,0.1111111111111111,False,False,True,False,1.0,164.75,89.75
178279,0.2912621359223301,11,0,11,True,True,SAFE,1.0,4.0,635,440,0.08333333333333333,False,True,False,False,3.0,158.75,110.0
178257,0.2786885245901639,4,2,6,True,True,SAFE,1.0,4.0,891,525,0.14285714285714285,False,True,False,False,3.0,222.75,131.25
184055,0.7660277594183741,35,12,47,True,True,SAFE,1.0,4.0,1688,1721,0.020833333333333332,False,True,False,False,3.0,422.0,430.25
181727,0.0208783628420326,19,1332,1351,True,True,UNCLEAR,0.5,2.25,43138,548,0.0007396449704142012,False,False,True,False,1.25,10784.5,137.0
187823,0.6556951061065396,31,31,62,True,True,UNCLEAR,0.5,2.25,1437,1081,0.015873015873015872,False,False,True,False,1.25,359.25,270.25
179009,0.9737335834896812,3,1,4,True,True,UNCLEAR,0.5,2.25,911,546,0.2,False,False,True,False,1.25,227.75,136.5
182225,0.987917954481596,3,1,4,True,True,SAFE,1.0,4.0,2139,1770,0.2,False,True,False,False,3.0,534.75,442.5
180370,0.7576894223555889,4,2,6,True,True,SAFE,1.0,4.0,1034,672,0.14285714285714285,False,True,False,False,3.0,258.5,168.0
186348,0.9130302105584376,8,4,12,True,True,SAFE,1.0,4.0,3574,3252,0.07692307692307693,False,True,False,False,3.0,893.5,813.0
188297,0.147008547008547,3,1,4,True,True,SAFE,1.0,4.0,905,542,0.2,False,True,False,False,3.0,226.25,135.5
183083,0.7601078167115903,7,5,12,True,True,SAFE,1.0,4.0,551,172,0.07692307692307693,False,True,False,False,3.0,137.75,43.0
184703,0.7722772277227723,4,1,5,True,True,SAFE,1.0,4.0,490,156,0.16666666666666666,False,True,False,False,3.0,122.5,39.0
181771,0.9794925269377824,2,12,14,True,True,NAN,0.0,2.0,8982,8462,0.06666666666666667,False,False,False,False,1.0,2245.5,2115.5
182236,0.7032814513730544,137,129,266,True,True,UNCLEAR,0.5,2.25,4472,5754,0.003745318352059925,False,False,True,False,1.25,1118.0,1438.5
188315,0.4293785310734463,5,0,5,True,True,SAFE,1.0,4.0,442,139,0.16666666666666666,False,True,False,False,3.0,110.5,34.75
183954,0.0398759837824946,4,556,560,True,True,SAFE,1.0,4.0,20844,968,0.0017825311942959,False,True,False,False,3.0,5211.0,242.0
181736,0.8746564046179219,28,37,65,True,True,SAFE,1.0,4.0,2135,1685,0.015151515151515152,False,True,False,False,3.0,533.75,421.25
183080,0.5375494071146245,15,13,28,True,True,SAFE,1.0,4.0,678,321,0.034482758620689655,False,True,False,False,3.0,169.5,80.25
184298,0.9395348837209302,3,1,4,True,True,UNCLEAR,0.5,2.25,1387,1026,0.2,False,False,True,False,1.25,346.75,256.5
180356,0.8039867109634552,6,4,10,True,True,SAFE,1.0,4.0,499,132,0.09090909090909091,False,True,False,False,3.0,124.75,33.0
178289,0.6099290780141844,7,1,8,True,True,SAFE,1.0,4.0,503,196,0.1111111111111111,False,True,False,False,3.0,125.75,49.0
183987,0.9438470728793308,13,11,24,True,True,UNSAFE,0.8,0.3999999999999999,1190,864,0.04,False,False,False,True,1.0,297.5,216.0
187872,0.9130434782608696,10,0,10,True,True,UNCLEAR,0.5,2.25,2763,2626,0.09090909090909091,False,False,True,False,1.25,690.75,656.5
183977,0.5329153605015674,4,2,6,True,True,SAFE,1.0,4.0,572,208,0.14285714285714285,False,True,False,False,3.0,143.0,52.0
183936,0.9283018867924528,5,3,8,True,True,SAFE,1.0,4.0,763,408,0.1111111111111111,False,True,False,False,3.0,190.75,102.0
183086,0.4101876675603217,12,7,19,True,True,SAFE,1.0,4.0,709,419,0.05,False,True,False,False,3.0,177.25,104.75
178263,0.2352941176470588,5,1,6,True,True,UNCLEAR,0.5,2.25,744,420,0.14285714285714285,False,False,True,False,1.25,186.0,105.0
187854,0.3588539220291216,6,2,8,True,True,SAFE,1.0,4.0,1337,1127,0.1111111111111111,False,True,False,False,3.0,334.25,281.75
184713,0.5602968460111317,6,2,8,True,True,SAFE,1.0,4.0,555,229,0.1111111111111111,False,True,False,False,3.0,138.75,57.25
187878,0.3739406779661017,123,130,253,True,True,UNCLEAR,0.7,2.35,4072,4642,0.003937007874015748,False,False,True,False,1.35,1018.0,1160.5
